cms_claim_id,reporting_quarter,state,city,zip_code,hcpcs_code,equipment_category,beneficiary_count,total_claims,total_allowed,total_paid,provider_type,home_health_share,competitor_count
CMS-0000216,Q4-2025,VT,VT_City_2,38383,E0465,Respiratory,25,137,30835.91,16172.72,Hospital Outpatient,False,5
CMS-0000217,Q4-2025,LA,LA_City_1,74677,E0465,Respiratory,43,28,27647.23,1372.08,Physician Office,False,3
CMS-0000218,Q4-2025,FL,Miami,84258,E0601,Sleep Therapy,45,186,16660.67,36492.9,Hospital Outpatient,True,4
CMS-0000219,Q4-2025,MS,MS_City_3,12072,E0570,Respiratory,28,139,31208.56,24930.38,Hospital Outpatient,False,2
CMS-0000220,Q4-2025,MD,MD_City_1,11504,E0433,Respiratory,11,6,36512.91,28721.22,Home Health Agency,False,8
CMS-0000221,Q4-2025,KS,KS_City_2,81314,E0570,Respiratory,6,111,26414.05,4984.04,DME Supplier,True,1
CMS-0000222,Q4-2025,VT,VT_City_2,86186,E0601,Sleep Therapy,8,37,7207.86,7510.54,Hospital Outpatient,False,2
CMS-0000223,Q4-2025,DE,DE_City_1,55737,E0470,Sleep Therapy,13,38,39898.87,39140.8,Home Health Agency,True,7
CMS-0000224,Q4-2025,NE,NE_City_1,11605,E0465,Respiratory,33,105,39838.7,15271.77,Home Health Agency,False,1
CMS-0000225,Q4-2025,CO,CO_City_3,61245,E0601,Sleep Therapy,27,70,18397.16,23029.18,DME Supplier,False,3
CMS-0000226,Q4-2025,ND,ND_City_2,52173,E0470,Sleep Therapy,17,127,8047.93,31368.32,DME Supplier,False,7
CMS-0000227,Q4-2025,KS,KS_City_3,30260,E0470,Sleep Therapy,34,89,46640.74,16394.8,Physician Office,False,3
CMS-0000228,Q4-2025,AR,AR_City_3,19125,E0601,Sleep Therapy,22,129,9222.04,23890.3,Home Health Agency,True,4
CMS-0000229,Q4-2025,ID,ID_City_3,48386,E0433,Respiratory,17,7,8824.21,470.24,Home Health Agency,False,5
CMS-0000230,Q4-2025,TX,Fort Worth,62112,E0570,Respiratory,42,49,39589.16,15263.23,Home Health Agency,False,3
CMS-0000231,Q4-2025,VT,VT_City_3,70560,E0431,Respiratory,45,23,29794.94,39629.0,Home Health Agency,True,7
CMS-0000232,Q4-2025,KY,KY_City_3,20175,E0433,Respiratory,42,93,36009.78,24283.25,Hospital Outpatient,False,7
CMS-0000233,Q4-2025,NM,NM_City_2,33720,E0424,Respiratory,50,148,23877.72,28434.87,Physician Office,False,7
CMS-0000234,Q4-2025,IA,IA_City_1,13582,E0433,Respiratory,21,180,37166.01,40127.18,Hospital Outpatient,False,2
CMS-0000235,Q4-2025,MO,MO_City_2,72083,E0424,Respiratory,33,63,46893.48,21448.66,Home Health Agency,True,1
CMS-0000236,Q4-2025,NV,NV_City_3,85986,E0570,Respiratory,6,105,45989.91,2977.19,DME Supplier,False,5
CMS-0000237,Q4-2025,MO,MO_City_3,35738,E0433,Respiratory,46,193,41690.78,4260.17,Physician Office,True,5
CMS-0000238,Q4-2025,CA,San Diego,54377,E0601,Sleep Therapy,14,87,1542.73,15701.01,DME Supplier,False,7
CMS-0000239,Q4-2025,DE,DE_City_1,24459,E0433,Respiratory,41,20,18810.02,23286.82,DME Supplier,False,8
CMS-0000240,Q4-2025,PA,Allentown,84628,E0431,Respiratory,25,125,14260.8,36991.09,Home Health Agency,False,3
CMS-0000241,Q4-2025,OK,OK_City_3,54349,E0470,Sleep Therapy,4,76,34879.58,8415.59,Hospital Outpatient,False,8
CMS-0000242,Q4-2025,DE,DE_City_3,25264,E0465,Respiratory,7,166,2199.52,17827.77,Home Health Agency,True,5
CMS-0000243,Q4-2025,IN,IN_City_1,54392,E0601,Sleep Therapy,46,124,38967.67,6346.14,DME Supplier,True,2
CMS-0000244,Q4-2025,TX,San Antonio,45552,E0424,Respiratory,13,45,45809.1,15078.0,DME Supplier,True,8
CMS-0000245,Q4-2025,ND,ND_City_2,16805,E0470,Sleep Therapy,2,86,44764.41,31661.06,Physician Office,False,6
CMS-0000246,Q4-2025,WI,WI_City_3,94162,E0570,Respiratory,21,127,23492.43,771.31,DME Supplier,True,8
CMS-0000247,Q4-2025,ID,ID_City_1,94400,E0424,Respiratory,13,195,39458.16,28640.6,Physician Office,False,6
CMS-0000248,Q4-2025,SC,SC_City_2,20574,E0470,Sleep Therapy,17,145,4451.77,37061.87,Home Health Agency,False,6
CMS-0000249,Q4-2025,CT,CT_City_2,42637,E0424,Respiratory,37,177,17560.92,1725.43,DME Supplier,False,7
CMS-0000250,Q4-2025,AL,AL_City_1,84146,E0470,Sleep Therapy,39,56,11849.74,34808.97,DME Supplier,True,1
CMS-0000251,Q4-2025,CA,Long Beach,35958,E0570,Respiratory,36,23,36117.88,1050.57,Hospital Outpatient,False,2
CMS-0000252,Q4-2025,WV,WV_City_3,82660,E0465,Respiratory,4,58,29340.75,9695.42,DME Supplier,False,5
CMS-0000253,Q4-2025,NY,New York,44111,E0570,Respiratory,18,35,19293.54,22395.69,Hospital Outpatient,False,1
CMS-0000254,Q4-2025,IL,Rockford,80903,E0424,Respiratory,1,178,20955.79,29757.26,Hospital Outpatient,False,3
CMS-0000255,Q4-2025,IL,Chicago,50590,E0431,Respiratory,12,62,2885.73,22719.48,Hospital Outpatient,False,6
CMS-0000256,Q4-2025,VT,VT_City_1,54288,E0465,Respiratory,15,107,42255.99,42808.71,DME Supplier,False,1
CMS-0000257,Q4-2025,VT,VT_City_1,73752,E0570,Respiratory,50,19,46937.93,14228.11,Hospital Outpatient,True,8
CMS-0000258,Q4-2025,ND,ND_City_2,36072,E0470,Sleep Therapy,38,110,33858.62,39887.78,Home Health Agency,False,6
CMS-0000259,Q4-2025,OH,Toledo,85757,E0431,Respiratory,18,97,37003.28,14035.41,Physician Office,True,6
CMS-0000260,Q4-2025,WA,WA_City_3,47050,E0465,Respiratory,3,113,18685.23,44520.05,Hospital Outpatient,True,1
CMS-0000261,Q4-2025,AR,AR_City_3,36945,E0431,Respiratory,20,79,36210.48,41628.21,Home Health Agency,True,1
CMS-0000262,Q4-2025,OR,OR_City_1,44279,E0601,Sleep Therapy,40,51,13343.0,16126.2,Physician Office,True,4
CMS-0000263,Q4-2025,MT,MT_City_3,64328,E0465,Respiratory,27,66,40922.79,37047.17,Hospital Outpatient,True,1
CMS-0000264,Q4-2025,MN,MN_City_2,74365,E0465,Respiratory,27,145,11295.39,15668.89,Home Health Agency,True,3
CMS-0000265,Q4-2025,MO,MO_City_1,64758,E0431,Respiratory,38,181,27048.34,4140.96,Home Health Agency,False,3
CMS-0000266,Q4-2025,CO,CO_City_3,85667,E0433,Respiratory,33,154,1320.31,14237.14,Physician Office,False,4
CMS-0000267,Q4-2025,NV,NV_City_1,26598,E0424,Respiratory,17,143,26910.25,25944.9,Home Health Agency,False,8
CMS-0000268,Q4-2025,OK,OK_City_2,30938,E0570,Respiratory,21,53,24653.0,32141.22,Hospital Outpatient,False,2
CMS-0000269,Q4-2025,ME,ME_City_1,97841,E0433,Respiratory,30,29,45050.55,3568.12,Hospital Outpatient,True,3
CMS-0000270,Q4-2025,VA,VA_City_2,98180,E0433,Respiratory,48,177,34774.85,7657.19,Physician Office,False,4
CMS-0000271,Q4-2025,KS,KS_City_3,34834,E0431,Respiratory,47,85,35202.29,43651.62,Physician Office,False,7
CMS-0000272,Q4-2025,NC,Winston-Salem,49903,E0465,Respiratory,23,166,1574.5,13185.71,Hospital Outpatient,False,3
CMS-0000273,Q4-2025,ME,ME_City_2,96203,E0433,Respiratory,1,91,3018.04,12336.78,DME Supplier,False,3
CMS-0000274,Q4-2025,NE,NE_City_1,35886,E0433,Respiratory,47,88,16369.51,34093.0,Hospital Outpatient,False,1
CMS-0000275,Q4-2025,VT,VT_City_2,67623,E0570,Respiratory,49,86,20057.35,26922.7,Physician Office,True,3
CMS-0000276,Q4-2025,ID,ID_City_2,29514,E0570,Respiratory,31,71,44078.28,7663.23,Physician Office,False,7
CMS-0000277,Q4-2025,IA,IA_City_2,76421,E0601,Sleep Therapy,50,27,3955.5,21242.14,Home Health Agency,False,3
CMS-0000278,Q4-2025,UT,UT_City_2,41819,E0570,Respiratory,49,118,22317.72,28279.7,DME Supplier,True,7
CMS-0000279,Q4-2025,NJ,NJ_City_3,15674,E0470,Sleep Therapy,44,178,44920.6,44869.34,Home Health Agency,False,4
CMS-0000280,Q4-2025,CO,CO_City_1,33531,E0465,Respiratory,7,148,6242.32,567.01,Home Health Agency,False,7
CMS-0000281,Q4-2025,AZ,AZ_City_2,81360,E0570,Respiratory,37,31,47084.09,8102.72,DME Supplier,False,7
CMS-0000282,Q4-2025,NY,New York,56576,E0431,Respiratory,15,8,35257.1,44484.8,Home Health Agency,True,1
CMS-0000283,Q4-2025,OH,Dayton,86785,E0465,Respiratory,30,154,40108.13,2747.49,DME Supplier,False,2
CMS-0000284,Q4-2025,MI,Detroit,86125,E0465,Respiratory,2,120,38117.78,12422.63,Physician Office,True,1
CMS-0000285,Q4-2025,FL,Clearwater,33490,E0570,Respiratory,8,80,11152.75,39085.68,Home Health Agency,False,4
CMS-0000286,Q4-2025,NJ,NJ_City_1,51163,E0470,Sleep Therapy,43,62,14606.74,31127.84,Home Health Agency,False,2
CMS-0000287,Q4-2025,TN,TN_City_2,36644,E0431,Respiratory,4,147,43788.6,23382.17,DME Supplier,False,2
CMS-0000288,Q4-2025,WV,WV_City_3,22545,E0465,Respiratory,2,111,9648.11,24929.39,DME Supplier,False,2
CMS-0000289,Q4-2025,SD,SD_City_3,75392,E0601,Sleep Therapy,19,140,16195.81,43605.71,Physician Office,False,5
CMS-0000290,Q4-2025,MO,MO_City_2,66517,E0570,Respiratory,23,146,47106.47,9645.66,Home Health Agency,False,4
CMS-0000291,Q4-2025,UT,UT_City_1,60571,E0424,Respiratory,5,4,4031.55,19273.03,Hospital Outpatient,True,4
CMS-0000292,Q4-2025,TX,Austin,66561,E0433,Respiratory,16,191,23579.51,6246.26,Physician Office,True,7
CMS-0000293,Q4-2025,NV,NV_City_1,85301,E0433,Respiratory,27,189,9150.66,15156.41,DME Supplier,False,2
CMS-0000294,Q4-2025,NE,NE_City_3,42652,E0424,Respiratory,44,189,34400.16,26762.66,Hospital Outpatient,False,3
CMS-0000295,Q4-2025,UT,UT_City_1,23568,E0465,Respiratory,15,6,29869.5,13673.54,Hospital Outpatient,False,3
CMS-0000296,Q4-2025,CO,CO_City_3,31144,E0601,Sleep Therapy,18,64,14110.28,11825.61,Hospital Outpatient,False,4
CMS-0000297,Q4-2025,MI,Detroit,30648,E0465,Respiratory,34,130,43329.53,44150.23,Hospital Outpatient,False,4
CMS-0000298,Q4-2025,NJ,NJ_City_1,36552,E0433,Respiratory,41,34,17434.29,24797.21,DME Supplier,False,7
CMS-0000299,Q4-2025,OH,Cincinnati,45052,E0424,Respiratory,24,191,7969.19,6525.76,Physician Office,False,2
CMS-0000300,Q4-2025,IA,IA_City_3,34150,E0424,Respiratory,17,39,16714.46,12930.08,Home Health Agency,True,8
CMS-0000301,Q4-2025,GA,Athens,77139,E0470,Sleep Therapy,1,29,7288.76,6063.51,Home Health Agency,False,8
CMS-0000302,Q4-2025,MA,MA_City_1,25782,E0570,Respiratory,23,5,44133.47,6051.75,Hospital Outpatient,False,1
CMS-0000303,Q4-2025,MO,MO_City_3,69491,E0424,Respiratory,24,184,35677.39,18870.9,Physician Office,False,6
CMS-0000304,Q4-2025,CO,CO_City_2,38214,E0424,Respiratory,25,131,29732.55,3301.84,DME Supplier,False,3
CMS-0000305,Q4-2025,OR,OR_City_1,98267,E0424,Respiratory,34,125,46418.09,40575.82,Physician Office,True,1
CMS-0000306,Q4-2025,KY,KY_City_3,26673,E0601,Sleep Therapy,40,123,25798.12,36793.81,DME Supplier,True,2
CMS-0000307,Q4-2025,VA,VA_City_2,23569,E0470,Sleep Therapy,19,78,24779.46,17797.39,DME Supplier,True,1
CMS-0000308,Q4-2025,MN,MN_City_2,28306,E0601,Sleep Therapy,50,167,43436.81,33409.15,Physician Office,True,7
CMS-0000309,Q4-2025,CO,CO_City_2,48534,E0465,Respiratory,28,153,36810.27,13378.73,Physician Office,True,7
CMS-0000310,Q4-2025,SD,SD_City_2,77784,E0431,Respiratory,50,147,45385.89,14449.95,Hospital Outpatient,False,1
CMS-0000311,Q4-2025,OK,OK_City_3,79198,E0465,Respiratory,9,135,10895.2,19775.12,Home Health Agency,False,7
CMS-0000312,Q4-2025,VA,VA_City_2,96699,E0570,Respiratory,22,51,38978.94,16153.52,Hospital Outpatient,True,7
CMS-0000313,Q4-2025,NV,NV_City_1,44837,E0465,Respiratory,32,103,11854.35,12808.23,DME Supplier,True,2
CMS-0000314,Q4-2025,CA,Los Angeles,22741,E0570,Respiratory,45,152,26662.25,44064.35,DME Supplier,False,8
CMS-0000315,Q4-2025,OH,Akron,38203,E0424,Respiratory,34,90,38280.42,19289.49,Physician Office,True,8
CMS-0000316,Q4-2025,MN,MN_City_1,21056,E0424,Respiratory,13,173,16022.2,8811.17,DME Supplier,True,5
CMS-0000317,Q4-2025,NE,NE_City_2,74653,E0431,Respiratory,16,190,12050.94,31439.04,Home Health Agency,True,1
CMS-0000318,Q4-2025,WY,WY_City_2,22667,E0601,Sleep Therapy,41,80,22920.47,19690.68,DME Supplier,False,7
CMS-0000319,Q4-2025,AR,AR_City_1,16399,E0470,Sleep Therapy,31,146,17540.41,21224.45,DME Supplier,False,2
CMS-0000320,Q4-2025,NY,New York,97256,E0570,Respiratory,9,13,47712.88,12375.83,Hospital Outpatient,False,4
CMS-0000321,Q4-2025,OR,OR_City_2,48724,E0465,Respiratory,48,64,46828.25,25402.85,Hospital Outpatient,False,8
CMS-0000322,Q4-2025,KS,KS_City_2,54622,E0601,Sleep Therapy,14,52,28357.32,25438.18,Physician Office,False,5
CMS-0000323,Q4-2025,ID,ID_City_1,34920,E0570,Respiratory,6,54,39428.29,7036.97,Home Health Agency,False,5
CMS-0000324,Q4-2025,KY,KY_City_2,77266,E0433,Respiratory,23,34,39559.33,12370.64,Hospital Outpatient,False,3
CMS-0000325,Q4-2025,TX,El Paso,95204,E0465,Respiratory,13,186,28983.58,18667.52,Hospital Outpatient,True,4
CMS-0000326,Q4-2025,MD,MD_City_3,24967,E0431,Respiratory,18,44,39219.48,36994.77,Home Health Agency,False,1
CMS-0000327,Q4-2025,AR,AR_City_3,13744,E0470,Sleep Therapy,31,79,20108.65,11408.49,DME Supplier,False,1
CMS-0000328,Q4-2025,RI,RI_City_1,21590,E0465,Respiratory,48,18,6242.49,43422.72,Home Health Agency,True,7
CMS-0000329,Q4-2025,OK,OK_City_3,61379,E0465,Respiratory,17,195,40637.12,3326.83,Hospital Outpatient,True,4
CMS-0000330,Q4-2025,OK,OK_City_2,59449,E0424,Respiratory,8,155,22813.31,30727.97,Hospital Outpatient,True,1
CMS-0000331,Q4-2025,IA,IA_City_2,86236,E0465,Respiratory,37,165,3526.81,18948.07,DME Supplier,True,4
CMS-0000332,Q4-2025,LA,LA_City_2,10183,E0465,Respiratory,41,26,22408.74,2246.92,Physician Office,False,6
CMS-0000333,Q4-2025,NJ,NJ_City_3,44240,E0601,Sleep Therapy,16,49,9635.84,4028.12,DME Supplier,False,5
CMS-0000334,Q4-2025,SC,SC_City_2,71313,E0570,Respiratory,39,163,14756.48,14706.62,Home Health Agency,False,3
CMS-0000335,Q4-2025,CA,Fresno,38924,E0470,Sleep Therapy,36,90,34949.44,5570.3,DME Supplier,True,5
CMS-0000336,Q4-2025,WA,WA_City_2,12402,E0424,Respiratory,11,158,7919.69,6819.23,DME Supplier,False,4
CMS-0000337,Q4-2025,KY,KY_City_1,14580,E0470,Sleep Therapy,37,161,46213.24,16288.24,Home Health Agency,False,4
CMS-0000338,Q4-2025,NM,NM_City_1,15913,E0433,Respiratory,6,70,32213.74,13260.3,Physician Office,False,2
CMS-0000339,Q4-2025,KY,KY_City_3,32731,E0424,Respiratory,44,108,25466.05,32390.97,Hospital Outpatient,True,1
CMS-0000340,Q4-2025,WY,WY_City_1,43083,E0433,Respiratory,46,196,38403.58,14826.08,Physician Office,False,8
CMS-0000341,Q4-2025,NY,New York,23189,E0424,Respiratory,8,133,48882.59,13178.29,DME Supplier,False,5
CMS-0000342,Q4-2025,AZ,AZ_City_2,12605,E0433,Respiratory,24,188,3716.26,38524.99,DME Supplier,False,5
CMS-0000343,Q4-2025,VT,VT_City_3,50070,E0601,Sleep Therapy,32,60,48477.32,27082.27,DME Supplier,True,6
CMS-0000344,Q4-2025,VA,VA_City_1,90045,E0465,Respiratory,29,100,44747.57,32181.65,DME Supplier,False,4
CMS-0000345,Q4-2025,AR,AR_City_2,98003,E0433,Respiratory,2,32,32538.75,41701.78,DME Supplier,False,4
CMS-0000346,Q4-2025,MT,MT_City_2,84181,E0470,Sleep Therapy,42,121,17544.89,21473.21,Hospital Outpatient,False,4
CMS-0000347,Q4-2025,CA,Sacramento,68137,E0465,Respiratory,26,150,16225.17,41349.0,DME Supplier,False,7
CMS-0000348,Q4-2025,MN,MN_City_2,70789,E0431,Respiratory,27,43,32986.55,12665.14,DME Supplier,False,4
CMS-0000349,Q4-2025,IA,IA_City_1,63337,E0424,Respiratory,1,167,15304.51,2689.26,Physician Office,True,8
CMS-0000350,Q4-2025,SD,SD_City_1,44834,E0424,Respiratory,20,174,36847.33,31647.41,Home Health Agency,False,8
CMS-0000351,Q4-2025,MD,MD_City_3,43161,E0424,Respiratory,1,90,1090.73,31185.2,Hospital Outpatient,False,2
CMS-0000352,Q4-2025,VT,VT_City_2,77664,E0424,Respiratory,15,137,1126.52,19907.41,Home Health Agency,False,2
CMS-0000353,Q4-2025,MD,MD_City_3,33207,E0465,Respiratory,13,51,43759.22,23660.82,Home Health Agency,True,2
CMS-0000354,Q4-2025,WA,WA_City_2,97480,E0470,Sleep Therapy,35,39,36454.32,32079.41,Home Health Agency,False,4
CMS-0000355,Q4-2025,ID,ID_City_3,60460,E0570,Respiratory,23,147,6918.48,12780.5,Physician Office,True,7
CMS-0000356,Q4-2025,CA,San Jose,39471,E0424,Respiratory,13,128,21054.65,26641.77,Home Health Agency,False,2
CMS-0000357,Q4-2025,MI,Lansing,46043,E0465,Respiratory,26,69,17206.42,41891.04,DME Supplier,True,2
CMS-0000358,Q4-2025,MT,MT_City_2,26351,E0431,Respiratory,3,11,27993.17,9764.62,Home Health Agency,False,8
CMS-0000359,Q4-2025,SC,SC_City_2,12997,E0601,Sleep Therapy,18,99,29553.68,9396.32,Hospital Outpatient,True,4
CMS-0000360,Q4-2025,VA,VA_City_1,62223,E0433,Respiratory,5,20,19800.54,43057.95,DME Supplier,False,1
CMS-0000361,Q4-2025,MN,MN_City_2,80861,E0601,Sleep Therapy,28,176,15634.28,40732.08,Hospital Outpatient,False,5
CMS-0000362,Q4-2025,CA,San Jose,11893,E0601,Sleep Therapy,19,123,20782.52,43232.46,DME Supplier,True,6
CMS-0000363,Q4-2025,ND,ND_City_3,57429,E0433,Respiratory,49,165,45006.32,10914.3,Home Health Agency,True,6
CMS-0000364,Q4-2025,CT,CT_City_2,46380,E0470,Sleep Therapy,38,10,14633.13,31103.39,DME Supplier,False,2
CMS-0000365,Q4-2025,OH,Cleveland,97600,E0601,Sleep Therapy,24,33,10593.0,12390.52,Hospital Outpatient,False,1
CMS-0000366,Q4-2025,MN,MN_City_1,17072,E0431,Respiratory,30,91,8607.32,14445.74,Hospital Outpatient,True,2
CMS-0000367,Q4-2025,WI,WI_City_1,98034,E0465,Respiratory,1,68,39274.35,33037.51,Home Health Agency,True,3
CMS-0000368,Q4-2025,DE,DE_City_1,30408,E0465,Respiratory,44,169,6386.94,32365.65,Physician Office,False,4
CMS-0000369,Q4-2025,VA,VA_City_3,66098,E0570,Respiratory,11,160,31351.43,41793.18,Home Health Agency,False,5
CMS-0000370,Q4-2025,SD,SD_City_3,57128,E0470,Sleep Therapy,43,123,22579.19,14316.35,Hospital Outpatient,True,6
CMS-0000371,Q4-2025,WA,WA_City_1,41798,E0431,Respiratory,39,1,24733.44,1942.52,DME Supplier,False,5
CMS-0000372,Q4-2025,ID,ID_City_1,39072,E0431,Respiratory,17,33,30186.36,34888.07,Hospital Outpatient,True,7
CMS-0000373,Q4-2025,VT,VT_City_2,85328,E0470,Sleep Therapy,13,27,17527.92,16772.6,Physician Office,False,7
CMS-0000374,Q4-2025,KS,KS_City_1,90079,E0465,Respiratory,7,142,7972.65,22387.06,DME Supplier,True,4
CMS-0000375,Q4-2025,MI,Grand Rapids,80883,E0570,Respiratory,37,182,23435.64,30043.67,Physician Office,True,3
CMS-0000376,Q4-2025,VT,VT_City_1,54148,E0431,Respiratory,2,39,9028.97,23120.99,Physician Office,False,7
CMS-0000377,Q4-2025,AZ,AZ_City_1,63964,E0465,Respiratory,23,22,48175.09,6340.16,DME Supplier,True,5
CMS-0000378,Q4-2025,DE,DE_City_1,16625,E0601,Sleep Therapy,10,2,39055.12,29217.54,Hospital Outpatient,False,6
CMS-0000379,Q4-2025,MD,MD_City_3,88153,E0431,Respiratory,23,122,6416.32,37015.76,Physician Office,False,7
CMS-0000380,Q4-2025,IL,Rockford,74333,E0570,Respiratory,36,104,10155.5,39241.34,DME Supplier,False,8
CMS-0000381,Q4-2025,MN,MN_City_3,42294,E0433,Respiratory,39,41,40025.82,32345.97,DME Supplier,True,7
CMS-0000382,Q4-2025,SC,SC_City_2,39022,E0601,Sleep Therapy,33,159,15048.09,5534.34,Physician Office,False,5
CMS-0000383,Q4-2025,RI,RI_City_2,41192,E0431,Respiratory,8,172,39032.13,36992.85,Physician Office,False,1
CMS-0000384,Q4-2025,CA,Long Beach,42427,E0424,Respiratory,47,66,14339.05,13754.54,DME Supplier,False,3
CMS-0000385,Q4-2025,MO,MO_City_1,59894,E0424,Respiratory,3,86,12533.34,13159.0,Hospital Outpatient,True,5
CMS-0000386,Q4-2025,TX,San Antonio,40998,E0424,Respiratory,29,56,35603.76,26058.01,DME Supplier,False,6
CMS-0000387,Q4-2025,KS,KS_City_2,46393,E0424,Respiratory,19,169,21749.72,9872.08,Home Health Agency,False,6
CMS-0000388,Q4-2025,NY,Yonkers,69519,E0601,Sleep Therapy,13,100,26961.31,22189.17,Physician Office,False,2
CMS-0000389,Q4-2025,NE,NE_City_1,98061,E0424,Respiratory,5,49,43686.66,42255.16,Physician Office,False,8
CMS-0000390,Q4-2025,VA,VA_City_3,51923,E0424,Respiratory,42,107,40326.16,42721.79,Hospital Outpatient,True,6
CMS-0000391,Q4-2025,WI,WI_City_2,59900,E0433,Respiratory,24,188,25684.47,42090.09,Physician Office,False,1
CMS-0000392,Q4-2025,ID,ID_City_1,12303,E0465,Respiratory,6,181,9655.95,43694.03,Hospital Outpatient,False,6
CMS-0000393,Q4-2025,WV,WV_City_3,33145,E0424,Respiratory,50,109,11898.18,8050.79,Home Health Agency,False,1
CMS-0000394,Q4-2025,GA,Macon,12646,E0431,Respiratory,36,91,34371.85,31765.59,DME Supplier,True,6
CMS-0000395,Q4-2025,OH,Columbus,52609,E0431,Respiratory,48,136,20746.77,6902.54,Hospital Outpatient,False,7
CMS-0000396,Q4-2025,NC,Raleigh,53344,E0424,Respiratory,47,30,14377.52,35423.65,Hospital Outpatient,False,8
CMS-0000397,Q4-2025,CO,CO_City_2,35586,E0465,Respiratory,40,24,23098.32,41608.28,DME Supplier,False,2
CMS-0000398,Q4-2025,DE,DE_City_2,85087,E0470,Sleep Therapy,19,191,38914.43,5668.5,Home Health Agency,False,4
CMS-0000399,Q4-2025,NH,NH_City_1,53718,E0431,Respiratory,21,78,35604.63,39588.25,Hospital Outpatient,False,2
CMS-0000400,Q4-2025,AL,AL_City_1,60350,E0433,Respiratory,45,52,47366.29,22522.16,Hospital Outpatient,False,4
CMS-0000401,Q4-2025,LA,LA_City_3,23226,E0601,Sleep Therapy,18,120,6179.4,17486.79,DME Supplier,False,4
CMS-0000402,Q4-2025,IN,IN_City_1,31077,E0470,Sleep Therapy,33,190,857.02,13351.75,Home Health Agency,False,3
CMS-0000403,Q4-2025,MI,Lansing,50238,E0470,Sleep Therapy,24,131,2432.06,27495.07,DME Supplier,False,4
CMS-0000404,Q4-2025,MN,MN_City_1,38900,E0431,Respiratory,43,47,21499.92,19067.15,Physician Office,False,3
CMS-0000405,Q4-2025,ND,ND_City_1,80602,E0433,Respiratory,16,47,22740.14,21147.07,Hospital Outpatient,False,6
CMS-0000406,Q4-2025,OK,OK_City_2,47021,E0601,Sleep Therapy,18,75,18167.25,20140.48,Home Health Agency,False,7
CMS-0000407,Q4-2025,NH,NH_City_1,65072,E0465,Respiratory,7,177,36466.58,41894.21,DME Supplier,True,7
CMS-0000408,Q4-2025,GA,Macon,68057,E0431,Respiratory,39,125,43840.83,24363.69,Home Health Agency,False,2
CMS-0000409,Q4-2025,MN,MN_City_2,88290,E0431,Respiratory,10,98,43475.35,23958.12,Hospital Outpatient,False,7
CMS-0000410,Q4-2025,SD,SD_City_3,61762,E0470,Sleep Therapy,22,105,9786.14,8050.95,DME Supplier,False,2
CMS-0000411,Q4-2025,LA,LA_City_1,60668,E0465,Respiratory,18,134,5343.01,19700.7,Physician Office,True,4
CMS-0000412,Q4-2025,MD,MD_City_2,15708,E0470,Sleep Therapy,15,102,34400.32,17744.02,DME Supplier,True,2
CMS-0000413,Q4-2025,KS,KS_City_3,63157,E0470,Sleep Therapy,23,188,1999.92,40722.54,DME Supplier,False,4
CMS-0000414,Q4-2025,TX,Fort Worth,50500,E0433,Respiratory,8,96,29567.55,33848.42,Hospital Outpatient,False,8
CMS-0000415,Q4-2025,ND,ND_City_2,86978,E0470,Sleep Therapy,47,38,35870.32,6037.36,DME Supplier,True,6
CMS-0000416,Q4-2025,WI,WI_City_3,16143,E0431,Respiratory,34,136,18820.44,9235.82,Home Health Agency,False,4
CMS-0000417,Q4-2025,NM,NM_City_3,96908,E0570,Respiratory,42,10,26430.88,15217.75,Home Health Agency,False,2
CMS-0000418,Q4-2025,RI,RI_City_3,79447,E0601,Sleep Therapy,25,143,8435.01,8436.13,Hospital Outpatient,False,8
CMS-0000419,Q4-2025,MI,Detroit,78802,E0433,Respiratory,26,4,7708.02,38557.57,DME Supplier,False,8
CMS-0000420,Q4-2025,CA,Los Angeles,56507,E0431,Respiratory,1,167,44680.39,7440.51,Physician Office,False,6
